player_id,age,account_type,join_date,total_sessions,avg_session_mins,total_playtime_mins,max_level,num_purchases,total_spent_usd,churned,days_since_joined,playtime_per_session,purchase_rate,is_high_spender,engagement_score,account_type_encoded,device_Mobile,device_PC,country_Brazil,country_Canada,country_Germany,country_India,country_UK,country_USA
11,1.3477477992157774,Premium,2023-02-14,1.2886826618146392,0.36288698363549804,3.0083913422802886,0.665370111104095,2.366030293381254,2.121628488823689,0,0.8974893644399727,2.636389710241623,0.12035653416922788,1,1.8810117971464535,1,0,0,0,0,0,0,0,1
12,1.130000356091813,Free,2023-02-08,-0.6503523394111195,0.9602017136613422,-0.6094111528956994,-0.038352904341802004,-0.6205437094842841,-0.5584610980337769,0,1.0118702176152703,-0.6667752425507455,-0.356453217187728,0,-0.5697773455640639,0,0,0,0,0,0,1,0,0
13,1.4566215207777595,Free,2023-01-17,2.2797449957744713,-0.22223764985920622,3.0758158834934832,0.4894393572426207,1.7023471816333566,3.9712476007705892,0,1.4312666792580282,1.6038916904441682,-0.3022702908971648,1,2.4017337397085035,0,1,0,0,0,0,0,0,0
14,0.04126314047199139,Free,2023-04-01,0.642337661406053,-0.4355643391541506,0.7186378373025667,0.665370111104095,1.0386640698854592,1.6201042877343492,0,0.020569490096024497,0.855038693962103,-0.05844712258963059,1,0.7942877431039143,0,0,1,0,0,0,0,0,0
15,-0.06761058108999078,Free,2023-02-15,0.08217199438527827,-0.4294692908885811,0.2730728770785913,0.665370111104095,1.0386640698854592,0.016351221305734045,0,0.8784258889107565,0.8569221270518466,0.309996776186199,0,0.3358260328047184,0,0,0,0,0,0,0,0,1
16,-1.1563477967098126,Free,2023-02-13,-0.6503523394111195,1.594086733280606,-0.601703576116855,0.665370111104095,-0.9523852653582328,-0.6302975557639954,1,0.916552839969189,-0.6275998342840782,-0.8495178464318528,0,-0.34903652208667335,0,0,0,1,0,0,0,0,0
17,0.5856317482819022,Free,2023-03-27,-0.9088903395745539,1.1613383064251468,-0.6144378334036412,0.3135086033811465,-0.28870215361033535,-0.5733622990074186,1,0.11588686774210583,-0.23396231852766064,1.3177992051906742,0,-0.6093974933676982,0,0,1,1,0,0,0,0,0
18,-1.1563477967098126,Free,2023-06-12,0.8577859948755817,-0.27099803598376565,1.212257863182467,0.665370111104095,1.370505625759408,1.4496567194111005,0,-1.3520007480075467,1.2486762097185204,-0.025937366815292663,1,1.0659687566145493,0,1,0,0,0,0,0,0,0
19,-0.9386003535858481,Free,2023-03-18,-0.04709700569643898,0.570118624664873,-0.34768865444885455,0.4894393572426207,-0.28870215361033535,-0.3227152001403034,0,0.2874581475050522,-0.30703952240971316,-0.41605443610734744,0,0.013204829260839662,0,1,0,0,0,0,1,0,0
20,1.5654952423397417,Free,2023-05-30,-0.6934420061050252,-0.5696554009966873,-0.35465898475320073,0.13757784951967225,1.0386640698854592,-0.24091318720428134,0,-1.1041755661277353,0.80569274701082,2.4014577310019374,0,-0.45657692326796634,0,1,0,0,0,0,0,1,0
21,-1.7007164045197234,Free,2023-05-22,-0.7796213394928366,-1.5021977856288726,-0.6164485056068181,0.3135086033811465,-0.28870215361033535,-0.4999874581807309,1,-0.951667761894005,-0.5631864226148461,0.5050553108322264,0,-0.5358172188752349,0,0,0,0,0,0,0,0,1
22,-1.0474740751478304,Free,2023-06-01,-0.21945567247206196,-0.21614260159363674,-0.06257533603838655,0.665370111104095,0.7068225140115106,-0.13137503197015474,0,-1.1423025171861676,0.6022819733185086,0.4400357992835506,0,0.058484998179278824,0,0,1,0,0,1,0,0,0
23,1.4566215207777595,Free,2023-01-09,-0.5210833393294022,0.5457384316025933,-0.5939959993380106,-0.3902144120647505,-0.6205437094842841,-0.5435146504984741,1,1.5837744834917582,-0.6923899325712588,-0.46481906976885434,0,-0.5980774511380884,0,1,0,0,1,0,0,0,0
24,-1.7007164045197234,Free,2023-01-01,-0.5210833393294022,-0.8378375246817605,-0.6153091246916845,-0.5661451659262248,-0.6205437094842841,-0.5436202258090163,1,1.7362822877254884,-0.7778977948456193,-0.46481906976885434,0,-0.6603376834009422,0,1,0,0,1,0,0,0,0
25,0.5856317482819022,Free,2023-06-08,-0.4779936726354964,0.320221645776509,-0.5909129686264729,0.3135086033811465,-0.9523852653582328,-0.6302975557639954,1,-1.2757468458906815,-0.7063273374353616,-0.8495178464318528,0,-0.3603565643162831,0,1,0,0,0,0,0,1,0
26,-1.482968961395759,Premium,2023-04-09,-0.8658006728806481,-0.4904197735442795,-0.5872937586607547,-0.742075919787699,0.04313940226361329,-0.5004173005165091,1,-0.13193831413770563,-0.11982627328919696,1.8596284680963058,0,-0.8980585702227476,1,0,1,0,0,1,0,0,0
27,-0.17648430265197296,Free,2023-02-16,-0.4779936726354964,-1.9715165020777505,-0.4471499060993328,0.665370111104095,0.37498095813756194,-0.39897450927287065,0,0.8593624133815402,-0.16766547376868499,0.5971662855261839,0,-0.20753599421655095,0,0,1,0,0,1,0,0,0
28,1.5654952423397417,Premium,2023-02-05,-1.0381593396562712,-0.21614260159363674,-0.6773048509563021,-0.5661451659262248,-0.6205437094842841,-0.6174852377203631,1,1.0690606442029191,-0.7394757598148494,1.8596284680963058,0,-0.9716388447152112,1,0,0,0,0,0,0,0,0
29,0.15013686203397356,Free,2023-01-27,0.34070999454871276,-0.6793662697769443,0.05230106916978038,-0.21428365820327624,0.37498095813756194,0.2122235867355784,0,1.2406319239658654,0.15101140501593616,-0.21015931620320746,0,0.14338531490135226,0,1,0,0,0,0,0,0,0
30,1.4566215207777595,Free,2023-01-08,0.08217199438527827,-0.6732712215113748,0.5337900394238476,0.13757784951967225,1.7023471816333566,0.8994886939895358,0,1.6028379590209745,1.3801398393826259,0.7001138454782537,1,0.25658573719744987,0,0,1,0,0,1,0,0,0
31,0.3678843051579379,Premium,2023-02-24,1.5041309952841677,-0.2831881325149046,0.7482617410960379,0.665370111104095,0.37498095813756194,0.37366708928831666,0,0.7068546091478101,0.24970329891850226,-0.4919105329141359,1,1.2867095800919401,1,1,0,0,0,0,0,0,0
32,0.5856317482819022,Free,2023-06-21,-0.5210833393294022,-0.35632871170174285,-0.5265044357180433,0.665370111104095,-0.28870215361033535,-0.45472581433265497,1,-1.523572027770493,-0.4215522542661256,-0.07470200047679956,0,-0.2528161631349901,0,0,1,0,1,0,0,0,0
33,1.5654952423397417,Free,2023-05-26,-0.5210833393294022,-0.648891028449095,-0.6123601387936919,0.665370111104095,-0.9523852653582328,-0.6302975557639954,1,-1.0279216640108702,-0.7662205096892089,-0.8495178464318528,0,-0.28111626870901457,0,0,1,0,0,0,0,0,1
34,-0.06761058108999078,Free,2023-06-05,-0.7796213394928366,1.2161937408152756,-0.5685945071712106,-1.2698681813721218,-0.28870215361033535,-0.5637247813736564,1,-1.2185564193030327,-0.22718195940458355,0.5050553108322264,0,-1.0055989714040405,0,0,0,0,0,0,0,0,1
35,-1.0474740751478304,Free,2023-04-22,1.331772328508545,0.27755630791751995,2.2779811532729353,0.665370111104095,1.7023471816333566,1.9590726749634546,0,-0.3797634960175171,1.850998111818532,-0.09095687836396837,1,1.6715910158986724,0,0,1,0,0,0,0,1,0
36,-0.6119791888999017,Premium,2023-04-13,1.8919379955293194,0.42383746629119645,2.5793809165291353,0.13757784951967225,1.370505625759408,2.943426706082591,0,-0.20819221625457068,1.549648817459552,-0.3076885835262211,1,1.920631944950088,1,1,0,0,0,0,0,1,0
37,1.3477477992157774,Premium,2023-05-20,-0.9088903395745539,-1.2644909032716494,-0.6651737953304688,0.13757784951967225,-0.9523852653582328,-0.6302975557639954,1,-0.9135408108355725,-0.8042658581020301,-0.8495178464318528,0,-0.6773177467453569,1,0,1,0,0,0,0,1,0
38,1.3477477992157774,Free,2023-01-13,-0.736531672798931,0.07032466688814591,-0.5762350615432824,0.665370111104095,-0.28870215361033535,-0.5515685384741065,1,1.507520581374893,-0.3691928143712528,0.3533431172186496,0,-0.3943166910051125,0,0,0,0,0,0,0,0,0
39,-0.3942317457759373,Free,2023-06-04,-0.9088903395745539,0.36898203190106754,-0.6561927928229458,-0.3902144120647505,-0.9523852653582328,-0.6302975557639954,1,-1.1994929437738164,-0.7033138444917718,-0.8495178464318528,0,-0.835798337959894,0,1,0,0,0,0,1,0,0
40,1.3477477992157774,Free,2023-01-25,2.1504759956927537,-0.02719610536097204,1.6558791736100382,0.665370111104095,0.7068225140115106,2.9680559178133166,0,1.278758875024298,0.6595383392467148,-0.4919105329141359,1,1.9319519871796977,0,0,0,0,0,0,0,0,0
41,1.0211266345298309,Free,2023-04-04,-0.736531672798931,-0.3502336634361734,-0.6368903396724487,-0.5661451659262248,-0.9523852653582328,-0.6302975557639954,1,-0.0366209364916243,-0.7477628654097214,-0.8495178464318528,0,-0.7905181690414549,0,0,0,0,0,0,0,1,0
42,-0.06761058108999078,Free,2023-06-28,2.0642966623049426,0.33241174230764886,2.7144980885826153,0.665370111104095,1.370505625759408,1.5036509496597221,0,-1.657016356475007,1.5104734091928842,-0.3347800466715027,1,2.2206130640347466,0,0,1,0,0,1,0,0,0
43,1.5654952423397417,Free,2023-05-14,-0.4779936726354964,0.41774241802562695,-0.48937402236604527,-1.445798935233596,-0.28870215361033535,-0.4257830970569277,1,-0.7991599576602749,-0.3258738533071494,-0.12888492676736263,0,-0.8640984435339185,0,1,0,1,0,0,0,0,0
44,-1.374095239833777,Free,2023-03-28,-0.6934420061050252,-0.7159365593703638,-0.6350807346895896,0.665370111104095,-0.6205437094842841,-0.581205036361967,1,0.09682339221288956,-0.7703640624866448,-0.3076885835262211,0,-0.3886566698903076,0,0,0,0,0,0,0,0,1
45,1.6743689639017239,Premium,2023-06-28,-0.5641730060233079,-0.32585347037389367,0.0707992534390068,0.3135086033811465,2.366030293381254,0.04932465311608266,0,-1.657016356475007,2.211110518577512,3.317149185312455,0,-0.19621595198694117,1,0,1,0,0,0,0,0,1
46,-0.829726632023866,Free,2023-05-20,-0.8658006728806481,-1.8313303919696442,-0.638968034282398,-2.5013834584024415,-0.28870215361033535,-0.5552561332494662,1,-0.9135408108355725,-0.6038685773533085,0.9547735990439008,0,-1.452740639473627,0,0,1,0,1,0,0,0,0
47,0.5856317482819022,Free,2023-03-20,-0.4779936726354964,-0.496514821809849,-0.519534105413697,0.3135086033811465,-0.28870215361033535,-0.5330740063952316,0,0.2493311964466197,-0.4388798386917669,-0.12888492676736263,0,-0.33771647985706355,0,1,0,0,1,0,0,0,0
48,0.5856317482819022,Premium,2023-05-16,0.08217199438527827,0.47869290068132536,0.06463319201593133,0.665370111104095,0.37498095813756194,-0.06747557526461127,0,-0.8372869087187075,0.4384232945108133,-0.07470200047679956,0,0.2679057794270596,1,1,0,0,0,0,0,0,0
49,0.6945054698438844,Premium,2023-06-09,-0.4779936726354964,0.6066889142582916,-0.5861543777456212,0.665370111104095,-0.6205437094842841,-0.4743665926402715,1,-1.2948103214198978,-0.6886230663917715,-0.4864922402850796,0,-0.2471561420201852,1,0,1,1,0,0,0,0,0
50,1.6743689639017239,Premium,2023-04-03,-0.7796213394928366,1.3319996578611029,-0.5052583327711418,-0.742075919787699,0.04313940226361329,-0.5032452106203126,1,-0.017557460962408032,0.21768493639286066,1.182341889464266,0,-0.8244782957302842,1,1,0,0,0,0,0,0,0
51,-0.06761058108999078,Free,2023-02-18,-0.8658006728806481,-2.398169880667639,-0.6678546916013711,-1.0939374275106475,-0.6205437094842841,-0.6030591256441603,1,0.8212354623231076,-0.874329569040493,0.055337022620552165,0,-1.0338990769780652,0,0,0,0,0,0,0,1,0
52,0.25901058359595575,Premium,2023-02-27,2.1935656623866597,0.2592711631208106,2.8064528306745666,0.665370111104095,1.370505625759408,3.6454233397039624,0,0.6496641825601612,1.4769483001954478,-0.356453217187728,1,2.3224934441012346,1,0,1,0,0,1,0,0,0
53,0.15013686203397356,Free,2023-06-14,1.978117328917131,-0.03938620189211103,-0.24581459615456416,0.665370111104095,-0.9523852653582328,-0.6302975557639954,0,-1.3901276990659792,-0.7285518478943364,-0.8495178464318528,0,1.2357693900586961,0,1,0,1,0,0,0,0,0
54,1.4566215207777595,Free,2023-04-18,-0.6503523394111195,-1.6180037026746998,-0.6405765720449395,0.3135086033811465,-0.6205437094842841,-0.595582131329704,1,-0.303509593900652,-0.8261136819430561,-0.356453217187728,0,-0.47355698661238105,0,0,1,0,0,0,0,0,1
55,-0.06761058108999078,Free,2023-05-17,-0.7796213394928366,2.6119597936307692,-0.6166495728271357,0.3135086033811465,-0.9523852653582328,-0.6302975557639954,1,-0.8563503842479238,-0.564693169086641,-0.8495178464318528,0,-0.5358172188752349,0,0,1,1,0,0,0,0,0
56,-0.06761058108999078,Premium,2023-03-09,0.08217199438527827,-1.0267840209144252,0.7309699601487176,0.4894393572426207,2.366030293381254,0.902655953305796,0,0.4590294272679986,1.7760374748467354,1.0848126221412522,1,0.42638637064159673,1,0,1,0,0,0,0,1,0
57,1.2388740776537952,Free,2023-03-18,-0.9519800062684597,2.9715676412993903,-0.6513671795353215,-0.3902144120647505,-0.9523852653582328,-0.6302975557639954,1,0.2874581475050522,-0.542845345245615,-0.8495178464318528,0,-0.8584384224191136,0,0,0,0,0,0,1,0,0
58,-1.482968961395759,Premium,2023-06-08,-0.6934420061050252,0.42993251455676595,-0.4889718879254099,-0.21428365820327624,0.04313940226361329,-0.42770607592751403,1,-1.2757468458906815,0.05081276464157547,0.7759699422850422,0,-0.6093974933676982,1,1,0,0,0,0,1,0,0
59,-0.9386003535858481,Free,2023-02-14,-0.736531672798931,0.6493542521172807,-0.6269710234701099,0.3135086033811465,-0.6205437094842841,-0.5454941875711365,1,0.8974893644399727,-0.6859862600661305,-0.24808736460660163,0,-0.5131771344160153,0,1,0,0,1,0,0,0,0
60,-0.7208529104618838,Premium,2023-01-22,-0.8658006728806481,1.2283838373464155,-0.5533133984270671,0.3135086033811465,0.04313940226361329,-0.5379493234141889,1,1.3359493016119468,0.1984739188774756,1.8596284680963058,0,-0.564117324449259,1,0,0,0,0,1,0,0,0
61,-0.17648430265197296,Premium,2023-01-29,1.2025033284268276,-0.03938620189211103,1.6401289080184867,0.665370111104095,1.370505625759408,1.8814295751534262,0,1.2025049729074329,1.349628223328779,-0.14513980465453158,1,1.3999100023880382,1,0,1,0,1,0,0,0,0
62,0.5856317482819022,Premium,2023-01-07,-0.9519800062684597,3.9772506051184138,-0.6469437006883326,-2.6773142122639157,-0.6205437094842841,-0.5996203869579353,1,1.6219014345501908,-0.4803153666661266,0.5050553108322264,0,-1.5602810406549197,1,1,0,1,0,0,0,0,0
63,-1.5918426829577412,Free,2023-01-01,-0.9088903395745539,0.9662967619269126,-0.6529086948910904,0.4894393572426207,-0.9523852653582328,-0.6302975557639954,1,1.7362822877254884,-0.6663985559327967,-0.8495178464318528,0,-0.564117324449259,0,0,1,0,0,0,1,0,0
64,-0.5031054673379195,Free,2023-04-06,-0.6934420061050252,0.027659329029156868,-0.564573162764857,-0.3902144120647505,-0.28870215361033535,-0.4847167436201921,1,-0.07474788755005683,-0.37408974040458626,0.23414067937941063,0,-0.6886377889749667,0,0,1,0,0,0,0,0,1
65,-1.5918426829577412,Premium,2023-06-06,-0.5210833393294022,-0.7586018972293528,-0.4638384853857001,-0.5661451659262248,0.04313940226361329,-0.3780781388791654,1,-1.237619894832249,-0.1699255934763774,0.309996776186199,0,-0.6150575144825031,1,0,1,0,0,0,0,1,0
66,-1.482968961395759,Free,2023-05-24,-1.0381593396562712,0.8504908448810853,-0.6749590667192624,-2.5013834584024415,-0.6205437094842841,-0.6294755765604898,1,-0.9897947129524376,-0.6735556016738226,1.8596284680963058,0,-1.5602810406549197,0,0,0,0,1,0,0,0,0
67,-0.7208529104618838,Free,2023-04-06,-0.5210833393294022,1.1918135477529959,-0.5840096607288993,0.4894393572426207,-0.6205437094842841,-0.5956160662509495,1,-0.07474788755005683,-0.652461151068694,-0.46481906976885434,0,-0.32639643762745374,0,0,1,1,0,0,0,0,0
68,-0.3942317457759373,Free,2023-03-26,-0.6072626727172137,0.6798294934451299,-0.5224830913116897,-0.742075919787699,-0.28870215361033535,-0.6113392464280969,1,0.13495034327132208,-0.2938554907815078,0.055337022620552165,0,-0.7339179578934059,0,1,0,0,1,0,0,0,0
69,1.130000356091813,Free,2023-06-01,-0.8227110061867424,0.9845819067236219,-0.6382307878078999,0.665370111104095,-0.9523852653582328,-0.6302975557639954,1,-1.1423025171861676,-0.6652684960789507,-0.8495178464318528,0,-0.46223694438277124,0,0,1,0,0,0,0,0,0
70,1.2388740776537952,Free,2023-05-09,-0.8658006728806481,-1.813045247172935,-0.6386999446553078,-1.2698681813721218,-0.28870215361033535,-0.6098234866124582,1,-0.7038425800141935,-0.6012317710276674,0.9547735990439008,0,-1.0791792458965042,0,0,1,0,0,0,0,0,1
71,0.9122529129678487,Premium,2023-06-16,1.0301446616512047,-0.008910960564261827,1.4787389525101635,0.665370111104095,1.370505625759408,0.8716997640361603,0,-1.4282546501244118,1.3620588817210868,-0.09095687836396837,1,1.247089432288306,1,1,0,0,0,0,0,0,0
72,-0.9386003535858481,Free,2023-03-29,-0.0040073390025332336,-0.26490298771819526,0.5407603697281939,0.13757784951967225,1.7023471816333566,0.6255207631330547,0,0.0777599166836733,1.5839272996928857,0.8193162833174928,1,0.21130556827901067,0,0,1,0,0,0,0,0,1
73,-0.3942317457759373,Premium,2023-02-05,-0.8227110061867424,1.1430531616284374,-0.6370243844859939,0.665370111104095,-0.9523852653582328,-0.6302975557639954,1,1.0690606442029191,-0.6554746440122837,-0.8495178464318528,0,-0.46223694438277124,1,1,0,0,0,0,0,0,0
74,0.9122529129678487,Premium,2023-02-06,2.2366553290805653,-0.03938620189211103,2.6732122860107186,0.665370111104095,1.370505625759408,3.2568571798009485,0,1.0499971686737029,1.3481214768569842,-0.36187150981678434,1,2.30551338075682,1,1,0,0,0,0,1,0,0
75,-1.1563477967098126,Premium,2023-03-26,0.5130686613243357,0.16175039087169352,1.0081746345600235,0.665370111104095,1.370505625759408,1.1753268160613326,0,0.13495034327132208,1.435889458839037,0.1474479973145095,1,0.811267806448329,1,1,0,0,0,1,0,0,0
76,-0.6119791888999017,Premium,2023-01-26,2.0642966623049426,0.09470485995042476,-0.22228973137739577,0.3135086033811465,-0.9523852653582328,-0.6302975557639954,0,1.2596953994950817,-0.7202647422994645,-0.8495178464318528,0,1.1848292000254521,1,0,1,1,0,0,0,0,0
77,-1.7007164045197234,Free,2023-04-18,-0.6072626727172137,-0.594035594058967,-0.2895132053702729,0.3135086033811465,1.0386640698854592,-0.3915314498796599,0,-0.303509593900652,0.7974056414159482,1.8596284680963058,0,-0.33771647985706355,0,0,0,0,0,0,1,0,0
78,1.6743689639017239,Free,2023-01-03,1.5041309952841677,0.7103047347729791,1.4417425839717106,0.665370111104095,0.7068225140115106,1.0901275404539414,0,1.6981553366670559,0.8885638029595397,-0.40521785084923484,1,1.5017903824545256,0,0,1,0,0,1,0,0,0
79,1.6743689639017239,Free,2023-01-06,-0.4779936726354964,1.594086733280606,-0.5699349553066618,0.4894393572426207,-0.9523852653582328,-0.6302975557639954,1,1.640964910079407,-0.6275998342840782,-0.8495178464318528,0,-0.2980963320534293,0,1,0,0,0,0,0,0,1
80,0.9122529129678487,Free,2023-05-21,-0.9519800062684597,2.343777669945696,-0.6541150982129965,-0.5661451659262248,-0.9523852653582328,-0.6302975557639954,1,-0.9326042863647888,-0.5812673802763849,-0.8495178464318528,0,-0.9150386335671622,0,0,0,1,0,0,0,0,0
81,-1.7007164045197234,Premium,2023-03-24,1.2886826618146392,-0.23442774639034608,3.3071772316723584,0.665370111104095,3.029713405129151,2.1399985928579963,0,0.17307729432975463,2.9362322581288076,0.309996776186199,1,1.971572134983332,1,0,0,0,0,0,0,1,0
82,1.3477477992157774,Free,2023-03-06,1.0301446616512047,0.24708106658967074,-0.3653825698368103,0.4894393572426207,-0.9523852653582328,-0.6302975557639954,0,0.5162198538556474,-0.7108475768507464,-0.8495178464318528,0,0.6131670674301583,0,0,0,0,0,0,0,0,0
83,0.9122529129678487,Free,2023-01-06,1.3748619952024506,0.06422961862257556,-0.3255042378071374,0.3135086033811465,-0.6205437094842841,-0.280390812253378,0,1.640964910079407,-0.7221481753892081,-0.7574068717378953,0,0.7659876375298899,0,0,0,0,0,0,1,0,0
84,1.130000356091813,Free,2023-01-15,-0.6072626727172137,0.8687759896777946,-0.6033121138793964,-0.3902144120647505,-0.6205437094842841,-0.5689884647135359,1,1.4693936303164608,-0.6724255418199764,-0.3997995582201785,0,-0.6490176411713324,0,0,0,0,0,0,1,0,0
85,-0.3942317457759373,Free,2023-05-21,1.9350276622232252,0.05203952209143657,-0.24460819283265808,0.665370111104095,-0.6205437094842841,-0.24747393864510545,0,-0.9326042863647888,-0.7229015486251055,-0.7736617496250643,0,1.2131293055994765,0,0,0,0,0,1,0,0,0
86,1.6743689639017239,Premium,2023-06-09,-0.30563500585987347,-0.06986144321996023,-0.5728169187978819,0.13757784951967225,-0.6205437094842841,-0.533726310992509,0,-1.2948103214198978,-0.73043528098408,-0.562348337091868,0,-0.3094163742830391,1,0,1,0,0,0,0,1,0
87,1.3477477992157774,Free,2023-02-19,-0.7796213394928366,-0.7586018972293528,-0.646273476620607,-0.5661451659262248,-0.9523852653582328,-0.6302975557639954,1,0.8021719867938913,-0.7730008688122859,-0.8495178464318528,0,-0.8131582535006744,0,1,0,0,0,0,1,0,0
88,-0.6119791888999017,Free,2023-05-06,2.322834662468377,0.624974059055001,3.722448064035137,0.4894393572426207,1.7023471816333566,2.6808458265774253,0,-0.6466521534265448,2.0246506426928934,-0.3076885835262211,1,2.628134584300699,0,0,0,1,0,0,0,0,0
89,0.15013686203397356,Premium,2023-02-23,0.7716066614877702,0.021564280763587372,1.229147509689152,0.4894393572426207,1.370505625759408,0.8469121893396216,0,0.7259180846770263,1.375619599967241,0.01199068158810159,1,0.969748397662866,1,0,0,0,0,0,0,0,0
90,1.130000356091813,Premium,2023-03-02,-0.4779936726354964,0.9602017136613422,-0.03616850776999812,0.4894393572426207,1.0386640698854592,-0.1839402249796539,0,0.5924737559725125,1.3722294204057024,1.3177992051906742,0,-0.12829569860928272,1,1,0,0,0,0,1,0,0
91,-0.2853580242139551,Free,2023-01-13,1.7195793287536965,-0.41118414609187176,-0.3095529049952682,0.665370111104095,-0.9523852653582328,-0.6302975557639954,0,1.507520581374893,-0.7515297315892085,-0.8495178464318528,0,1.071628777729354,0,1,0,0,0,0,1,0,0
92,-0.7208529104618838,Free,2023-01-25,2.0642966623049426,-0.594035594058967,-0.27838748584602807,0.665370111104095,-0.6205437094842841,-0.16907672947406277,0,1.278758875024298,-0.7628303301276703,-0.7736617496250643,0,1.2753895378623303,0,0,0,0,0,0,1,0,0
93,-0.9386003535858481,Free,2023-06-27,-0.8227110061867424,-1.1486849862258222,-0.654651277467177,0.3135086033811465,-0.9523852653582328,-0.6302975557639954,1,-1.6379528809457906,-0.7971088123610044,-0.8495178464318528,0,-0.5754373666788688,0,0,1,0,0,0,0,0,0
94,1.5654952423397417,Free,2023-04-04,-0.8658006728806481,0.2897464044486598,-0.6109526682514682,-0.21428365820327624,-0.28870215361033535,-0.5446910611016564,1,-0.0366209364916243,-0.34131800464304723,0.9547735990439008,0,-0.7452380001230157,0,0,0,0,0,0,1,0,0
95,0.3678843051579379,Free,2023-04-13,-0.6503523394111195,1.6428471194051644,-0.6011003744559019,-0.5661451659262248,-0.6205437094842841,-0.6244079616544741,1,-0.20819221625457068,-0.6245863413404883,-0.356453217187728,0,-0.728257936778601,0,0,1,0,1,0,0,0,0
96,1.2388740776537952,Premium,2023-01-18,-0.736531672798931,-0.32585347037389367,-0.6366222500453584,0.665370111104095,-0.6205437094842841,-0.5892363010567688,1,1.412203203728812,-0.7462561189379265,-0.24808736460660163,0,-0.41129675434952717,1,0,0,0,0,1,0,0,0
97,-1.482968961395759,Premium,2023-05-08,0.12526166107918402,-0.6123207388556763,-0.04796445136196859,0.665370111104095,0.37498095813756194,-0.1708262631916159,0,-0.6847791044849774,0.16796230282362878,-0.10179346362208101,0,0.25658573719744987,1,0,0,0,0,0,0,0,0
98,1.6743689639017239,Premium,2023-05-11,-0.6934420061050252,0.9114413275367836,-0.6171857520813162,0.4894393572426207,-0.6205437094842841,-0.5188401922060875,1,-0.7419695310726261,-0.6697887354943353,-0.3076885835262211,0,-0.4339368388087468,1,0,0,0,0,0,0,0,0
99,-1.1563477967098126,Premium,2023-06-27,0.16835132777308975,-0.21004755332806724,-0.5100169236519936,0.13757784951967225,-0.6205437094842841,-0.5781508934498593,0,-1.6379528809457906,-0.7390990731969007,-0.6707141896729943,0,-0.026415318542794605,1,0,1,1,0,0,0,0,0
